"subject","instanceid","FAMILY_INCOM"
"26-3507650",2168419,"$20,000 to $29,999"
"26-3507650",2609376,"$20,000 to $29,999"
"26-3507786",14021,"$150,000 or more"
"26-3507786",1150741,"$150,000 or more"
"26-3507811",1384105,"$80,000 to $99,999"
"26-3507811",1535465,"$80,000 to $99,999"
"26-3507811",1902412,"$80,000 to $99,999"
"26-3507828",1145336,"$80,000 to $99,999"
"26-3507828",1315526,"$80,000 to $99,999"
"26-3507830",2035488,"$300, 000 to $499, 999"
"26-3507894",475654,"$500, 000 or more"
"26-3507894",928258,"$500, 000 or more"
"26-3507894",2010063,"$500, 000 or more"
"26-3507948",125852,"$150, 000 to $199, 999"
"26-3507948",1460046,"$150, 000 to $199, 999"
"26-3508034",348568,"$30,000 to $39,999"
"26-3508034",1757083,"$30,000 to $39,999"
"26-3508034",2299733,"$30,000 to $39,999"
"26-3508043",1078635,"$100,000 to $149,999"
"26-3508043",1790010,"$100,000 to $149,999"
"26-3508043",2265002,"$100,000 to $149,999"
"26-3508063",1183174,"$200, 000 to $299, 999"
"26-3508063",1943186,"$200, 000 to $299, 999"
"26-3508098",822117,"$80,000 to $99,999"
"26-3508098",1529429,"$80,000 to $99,999"
"26-3508098",2625093,"$80,000 to $99,999"
"26-3508255",2242444,"$100,000 to $149,999"
"26-3508296",595263,"$150, 000 to $199, 999"
"26-3508296",1601360,"$150, 000 to $199, 999"
"26-3508296",1939133,"$150, 000 to $199, 999"
"26-3508324",116868,"$200, 000 to $299, 999"
"26-3508324",1628795,"$200, 000 to $299, 999"
"26-3508324",1668161,"$200, 000 to $299, 999"
"26-3508420",311047,"$80,000 to $99,999"
"26-3508420",1672614,"$80,000 to $99,999"
"26-3508420",2220864,"$80,000 to $99,999"
"26-3508420",2470173,"$80,000 to $99,999"
"26-3508477",480887,"$200, 000 to $299, 999"
"26-3508477",678657,"$200, 000 to $299, 999"
"26-3508477",1798430,"$200, 000 to $299, 999"
"26-3508477",1906330,"$200, 000 to $299, 999"
"26-3508545",1409254,"$100,000 to $149,999"
"26-3508545",2406482,"$100,000 to $149,999"
"26-3508799",619315,"$200, 000 to $299, 999"
"26-3508799",2328202,"$200, 000 to $299, 999"
"26-3509474",2558799,"$100,000 to $149,999"
"26-3509520",2562643,"$150,000 or more"
"26-3509656",711209,"$60,000 to $79,999"
"26-3509659",1794524,"$80,000 to $99,999"
"26-3509675",1221303,"$100,000 to $149,999"
"26-3509675",1673338,"$100,000 to $149,999"
"26-3509745",1705523,"$500, 000 or more"
"26-3509745",2631263,"$500, 000 or more"
"26-3509749",1488533,"$150,000 or more"
"26-3509953",1009503,"$150,000 or more"
"26-3509953",1115884,"$150,000 or more"
"26-3509976",1151305,"$50,000 to $59,999"
"26-3509976",2545300,"$50,000 to $59,999"
"26-3811004",102054,"$100,000 to $149,999"
"26-3811004",1316909,"$100,000 to $149,999"
"26-3811041",121711,"$40,000 to $49,999"
"26-3811041",426143,"$40,000 to $49,999"
"26-3811041",1669925,"$40,000 to $49,999"
"26-3811059",1196232,"$150, 000 to $199, 999"
"26-3811059",1264553,"$150, 000 to $199, 999"
"26-3811059",2470175,"$150, 000 to $199, 999"
"26-3811290",330156,"$200, 000 to $299, 999"
"26-3811290",1721850,"$200, 000 to $299, 999"
"26-3811290",2049964,"$200, 000 to $299, 999"
"26-3811290",2332624,"$200, 000 to $299, 999"
"26-3811290",2466189,"$200, 000 to $299, 999"
"26-3811290",2485175,"$200, 000 to $299, 999"
"26-3811314",588244,"$100,000 to $149,999"
"26-3811314",2365457,"$100,000 to $149,999"
"26-3811364",2293121,"$500, 000 or more"
"26-3811409",2170151,"$200, 000 to $299, 999"
"26-3811409",2334860,"$200, 000 to $299, 999"
"26-3811412",591735,"$150,000 or more"
"26-3811412",2191011,"$150,000 or more"
"26-3811487",499397,"$80,000 to $99,999"
"26-3811487",918753,"$80,000 to $99,999"
"26-3811487",2050675,"$80,000 to $99,999"
"26-3811531",396014,"$150,000 or more"
"26-3811531",867954,"$150,000 or more"
"26-3811664",480598,"$30,000 to $39,999"
"26-3811664",1567122,"$30,000 to $39,999"
"26-3811847",721255,"$100,000 to $149,999"
"26-3811847",755986,"$100,000 to $149,999"
"26-3811912",1186587,"$150, 000 to $199, 999"
"26-3811915",851371,"$300, 000 to $499, 999"
"26-3811915",870117,"$300, 000 to $499, 999"
"26-3811915",1004151,"$300, 000 to $499, 999"
"26-3811915",2305823,"$300, 000 to $499, 999"
"26-3811926",481507,"$100,000 to $149,999"
"26-3811926",645521,"$100,000 to $149,999"
"26-3811926",1420909,"$100,000 to $149,999"
"26-3811968",541579,"$200, 000 to $299, 999"
"26-3811968",1405745,"$200, 000 to $299, 999"
"26-3811986",2283422,"$80,000 to $99,999"
"26-3811986",2439554,"$80,000 to $99,999"
"26-3812216",1872816,"$150, 000 to $199, 999"
"26-3812216",1986291,"$150, 000 to $199, 999"
"26-3812247",67848,"$100,000 to $149,999"
"26-3812247",1198832,"$100,000 to $149,999"
"26-3812247",2405160,"$100,000 to $149,999"
"26-3812272",1307363,"$30,000 to $39,999"
"26-3812272",1833211,"$30,000 to $39,999"
"26-3812318",1501567,"$80,000 to $99,999"
"26-3812318",2487040,"$80,000 to $99,999"
"26-3812434",70307,"$100,000 to $149,999"
"26-3812434",399474,"$100,000 to $149,999"
"26-3812434",465691,"$100,000 to $149,999"
"26-3812434",566082,"$100,000 to $149,999"
"26-3812434",580820,"$100,000 to $149,999"
"26-3812434",1236204,"$100,000 to $149,999"
"26-3812555",1104593,"$200, 000 to $299, 999"
"26-3812568",625409,"$150, 000 to $199, 999"
"26-3812568",632252,"$150, 000 to $199, 999"
"26-3812568",1145670,"$150, 000 to $199, 999"
"26-3812568",1161740,"$150, 000 to $199, 999"
"26-3812568",1236081,"$150, 000 to $199, 999"
"26-3812568",1327266,"$150, 000 to $199, 999"
"26-3812628",1944651,"$60,000 to $79,999"
"26-3812654",27275,"Less than $10,000"
"26-3812654",2430581,"Less than $10,000"
"26-3812654",2582593,"Less than $10,000"
"26-3812756",816855,"$80,000 to $99,999"
"26-3812756",1209901,"$80,000 to $99,999"
"26-3812756",2034607,"$80,000 to $99,999"
"26-3812853",426022,"$150,000 or more"
"26-3812853",1369028,"$150,000 or more"
"26-3812853",2495816,"$150,000 or more"
"26-3812853",2579624,"$150,000 or more"
"26-3812914",836326,"$150, 000 to $199, 999"
"26-3812926",1498866,"$100,000 to $149,999"
"26-3812926",2332695,"$100,000 to $149,999"
"26-3812952",768679,"$300, 000 to $499, 999"
"26-3812952",1288245,"$300, 000 to $499, 999"
"26-3812952",2300478,"$300, 000 to $499, 999"
"26-3812958",1367311,"$100,000 to $149,999"
"26-3812958",1857643,"$100,000 to $149,999"
"26-3813030",737693,"$200, 000 to $299, 999"
"26-3813067",895988,"$150,000 or more"
"26-3813096",576001,"$150,000 or more"
"26-3813096",1245503,"$150,000 or more"
"26-3813096",1538098,"$150,000 or more"
"26-3813096",2193215,"$150,000 or more"
"26-3813133",703188,"$200, 000 to $299, 999"
"26-3813133",2245297,"$200, 000 to $299, 999"
"26-3813138",980643,"$150,000 or more"
"26-3813138",1524202,"$150,000 or more"
"26-3813264",123263,"$150,000 or more"
"26-3813279",587179,"$150, 000 to $199, 999"
"26-3813279",1656603,"$150, 000 to $199, 999"
"26-3813302",1820219,"$150, 000 to $199, 999"
"26-3813331",1849637,"$100,000 to $149,999"
"26-3813331",2125503,"$100,000 to $149,999"
"26-3813331",2173597,"$100,000 to $149,999"
"26-3813375",868561,"$200, 000 to $299, 999"
"26-3813375",1911909,"$200, 000 to $299, 999"
"26-3813390",110790,"$150, 000 to $199, 999"
"26-3813390",1917673,"$150, 000 to $199, 999"
"26-3813390",2168204,"$150, 000 to $199, 999"
"26-3813481",1824670,"$100,000 to $149,999"
"26-3813481",1910382,"$100,000 to $149,999"
"26-3813481",2407223,"$100,000 to $149,999"
"26-3813507",425092,"$100,000 to $149,999"
"26-3813507",604190,"$100,000 to $149,999"
"26-3813514",1167529,"$100,000 to $149,999"
"26-3813593",95407,"$100,000 to $149,999"
"26-3813593",1211155,"$100,000 to $149,999"
"26-3813593",2064010,"$100,000 to $149,999"
"26-3813902",2376735,"$100,000 to $149,999"
"26-3813902",2520730,"$100,000 to $149,999"
"26-3813912",499050,"$100,000 to $149,999"
"26-3813912",863479,"$100,000 to $149,999"
"26-3813934",2000310,"$100,000 to $149,999"
"26-3813967",1583146,"$200, 000 to $299, 999"
"26-3813967",1869360,"$200, 000 to $299, 999"
"26-3813967",2555863,"$200, 000 to $299, 999"
"26-3814018",587353,"$150, 000 to $199, 999"
"26-3814018",2111478,"$150, 000 to $199, 999"
"26-3814023",1804018,"$200, 000 to $299, 999"
"26-3814143",126504,"$200, 000 to $299, 999"
"26-3814143",152267,"$200, 000 to $299, 999"
"26-3814143",2564904,"$200, 000 to $299, 999"
"26-3814143",2580708,"$200, 000 to $299, 999"
"26-3814154",714773,"$100,000 to $149,999"
"26-3814154",863476,"$100,000 to $149,999"
"26-3814154",1712846,"$100,000 to $149,999"
"26-3814376",160237,"$300, 000 to $499, 999"
"26-3814376",1657488,"$300, 000 to $499, 999"
"26-3814376",2466783,"$300, 000 to $499, 999"
"26-3814423",981973,"$100,000 to $149,999"
"26-3814423",1198562,"$100,000 to $149,999"
"26-3814428",339865,"$300, 000 to $499, 999"
"26-3814428",1232824,"$300, 000 to $499, 999"
"26-3814428",2293642,"$300, 000 to $499, 999"
"26-3814458",910448,"$300, 000 to $499, 999"
"26-3814500",1257641,"$80,000 to $99,999"
"26-3814500",1552766,"$80,000 to $99,999"
"26-3814569",770363,"$30,000 to $39,999"
"26-3814569",2224764,"$30,000 to $39,999"
"26-3814601",251866,"$10,000 to $19,999"
"26-3814601",376179,"$10,000 to $19,999"
"26-3814601",683550,"$10,000 to $19,999"
"26-3814601",2489995,"$10,000 to $19,999"
"26-3814657",356173,"$150, 000 to $199, 999"
"26-3814657",490161,"$150, 000 to $199, 999"
"26-3814657",541261,"$150, 000 to $199, 999"
"26-3814657",1637768,"$150, 000 to $199, 999"
"26-3814673",2125939,"$60,000 to $79,999"
"26-3814715",491419,"$20,000 to $29,999"
"26-3814923",157547,"$60,000 to $79,999"
"26-3814923",1132831,"$60,000 to $79,999"
"26-3814923",2402007,"$60,000 to $79,999"
"26-3814923",2597009,"$60,000 to $79,999"
"26-3815066",128856,"$300, 000 to $499, 999"
"26-3815066",873096,"$300, 000 to $499, 999"
"26-3815225",2321735,"$200, 000 to $299, 999"
"26-3815225",2580518,"$200, 000 to $299, 999"
"26-3815325",1888904,"$10,000 to $19,999"
"26-3815384",69443,"$150, 000 to $199, 999"
"26-3815384",1759894,"$150, 000 to $199, 999"
"26-3815439",138165,"$80,000 to $99,999"
"26-3815439",266838,"$80,000 to $99,999"
"26-3815525",65654,"$300, 000 to $499, 999"
"26-3815525",938113,"$300, 000 to $499, 999"
"26-3815525",1027057,"$300, 000 to $499, 999"
"26-3815525",1358149,"$300, 000 to $499, 999"
"26-3815539",88377,"$150, 000 to $199, 999"
"26-3815539",872215,"$150, 000 to $199, 999"
"26-3815539",1859907,"$150, 000 to $199, 999"
"26-3815645",830446,"$500, 000 or more"
"26-3815645",1380642,"$500, 000 or more"
"26-3815645",2003533,"$500, 000 or more"
"26-3815645",2168944,"$500, 000 or more"
"26-3815645",2467750,"$500, 000 or more"
"26-3815787",1185288,"$50,000 to $59,999"
"26-3815904",1061083,"$100,000 to $149,999"
"26-3815904",1092868,"$100,000 to $149,999"
"26-3815904",1703403,"$100,000 to $149,999"
"26-3815904",2625211,"$100,000 to $149,999"
"26-3816183",421306,"$30,000 to $39,999"
"26-3816251",31912,"$60,000 to $79,999"
"26-3816380",509632,"$30,000 to $39,999"
"26-3816380",2120007,"$30,000 to $39,999"
"26-3816380",2335122,"$30,000 to $39,999"
"26-3816406",156926,"$200, 000 to $299, 999"
"26-3816492",998957,"$80,000 to $99,999"
"26-3816492",1012323,"$80,000 to $99,999"
"26-3816492",2489556,"$80,000 to $99,999"
"26-3816502",6211,"$150, 000 to $199, 999"
"26-3816502",376983,"$150, 000 to $199, 999"
"26-3816502",1013665,"$150, 000 to $199, 999"
"26-3816502",1770405,"$150, 000 to $199, 999"
"26-3816598",2360203,"$100,000 to $149,999"
"26-3816658",515832,"$150, 000 to $199, 999"
"26-3816658",1363036,"$150, 000 to $199, 999"
"26-3816658",1953752,"$150, 000 to $199, 999"
"26-3816658",2615773,"$150, 000 to $199, 999"
"26-3816769",1267976,"$150,000 or more"
"26-3816838",304253,"$100,000 to $149,999"
"26-3816838",651235,"$100,000 to $149,999"
"26-3816838",1018009,"$100,000 to $149,999"
"26-3816838",2263496,"$100,000 to $149,999"
"26-3816887",297983,"$100,000 to $149,999"
"26-3816907",195071,"$200, 000 to $299, 999"
"26-3816907",2372681,"$200, 000 to $299, 999"
"26-3816919",260550,"$150, 000 to $199, 999"
"26-3816919",445428,"$20,000 to $29,999"
"26-3816919",2639340,"$20,000 to $29,999"
"26-3817085",253854,"$20,000 to $29,999"
"26-3817113",922583,"$300, 000 to $499, 999"
"26-3817115",323597,"$60,000 to $79,999"
"26-3817200",1396708,"$300, 000 to $499, 999"
"26-3817293",1310300,"$10,000 to $19,999"
"26-3817293",2565381,"$10,000 to $19,999"
"26-3817293",2568469,"$10,000 to $19,999"
"26-3817342",297734,"$50,000 to $59,999"
"26-3817342",1794619,"$50,000 to $59,999"
"26-3817378",215864,"$60,000 to $79,999"
"26-3817378",283622,"$60,000 to $79,999"
"26-3817435",1367301,"$200, 000 to $299, 999"
"26-3817498",2490849,"$200, 000 to $299, 999"
"26-3817584",1577718,"$200, 000 to $299, 999"
"26-3817648",118649,"$500, 000 or more"
"26-3817648",1196692,"$500, 000 or more"
"26-3817650",724241,"$80,000 to $99,999"
"26-3817650",1489696,"$80,000 to $99,999"
"26-3817650",1811212,"$80,000 to $99,999"
"26-3817650",1919101,"$80,000 to $99,999"
"26-3817774",206118,"$150, 000 to $199, 999"
"26-3817774",2538375,"$150, 000 to $199, 999"
"26-3817862",228925,"$150,000 or more"
"26-3817898",2431830,"$150,000 or more"
"26-3817919",424636,"$150,000 or more"
"26-3817919",1152056,"$150,000 or more"
"26-3817919",1425110,"$150,000 or more"
"26-3817919",1835631,"$150,000 or more"
"26-3817986",1338285,"$150,000 or more"
"26-3817986",1644501,"$150,000 or more"
"26-3818177",349002,"$150,000 or more"
"26-3818177",640456,"$150,000 or more"
"26-3818177",1137581,"$150,000 or more"
"26-3818177",1481902,"$150,000 or more"
"26-3818177",1656176,"$150,000 or more"
"26-3818177",2387792,"$150,000 or more"
"26-3818348",300764,"$200, 000 to $299, 999"
"26-3818348",644518,"$200, 000 to $299, 999"
"26-3818371",902011,"$30,000 to $39,999"
"26-3818371",1929052,"$30,000 to $39,999"
"26-3818377",400673,"$100,000 to $149,999"
"26-3818377",667829,"$100,000 to $149,999"
"26-3818413",1152625,"$100,000 to $149,999"
"26-3818413",1155560,"$100,000 to $149,999"
"26-3818413",2002989,"$100,000 to $149,999"
"26-3818529",823280,"$100,000 to $149,999"
"26-3818649",1849887,"$150,000 or more"
"26-3818649",2008455,"$150,000 or more"
"26-3818649",2493411,"$150,000 or more"
"26-3818699",933847,"$100,000 to $149,999"
"26-3818699",988793,"$100,000 to $149,999"
"26-3818699",1136130,"$100,000 to $149,999"
"26-3818740",272734,"$30,000 to $39,999"
"26-3818765",586174,"$100,000 to $149,999"
"26-3818792",969368,"$60,000 to $79,999"
"26-3818792",974727,"$60,000 to $79,999"
"26-3818792",1179943,"$60,000 to $79,999"
"26-3818792",1673829,"$60,000 to $79,999"
"26-3818878",1379302,"$150, 000 to $199, 999"
"26-3818878",1873330,"$150, 000 to $199, 999"
"26-3818878",2346449,"$150, 000 to $199, 999"
"26-3818909",739175,"$60,000 to $79,999"
"26-3818909",791106,"$60,000 to $79,999"
"26-3818909",2267223,"$60,000 to $79,999"
"26-3818909",2457140,"$60,000 to $79,999"
"26-3818909",2635003,"$60,000 to $79,999"
"26-3818937",1515227,"$20,000 to $29,999"
"26-3818937",2521737,"$20,000 to $29,999"
"26-3818970",887325,"$150, 000 to $199, 999"
"26-3818970",2536793,"$150, 000 to $199, 999"
"26-3818998",2037484,"$40,000 to $49,999"
"26-3819006",326523,"$100,000 to $149,999"
"26-3819006",686507,"$100,000 to $149,999"
"26-3819006",916893,"$100,000 to $149,999"
"26-3819006",936247,"$100,000 to $149,999"
"26-3819006",1011824,"$100,000 to $149,999"
"26-3819006",1259649,"$100,000 to $149,999"
"26-3819150",842045,"$300, 000 to $499, 999"
"26-3819150",1274690,"$300, 000 to $499, 999"
"26-3819183",86548,"$100,000 to $149,999"
"26-3819183",284530,"$100,000 to $149,999"
"26-3819183",1516115,"$100,000 to $149,999"
"26-3819183",2363902,"$100,000 to $149,999"
"26-3819384",1948031,"$30,000 to $39,999"
"26-3819384",2294257,"$30,000 to $39,999"
"26-3819420",2398495,"$60,000 to $79,999"
"26-3819420",2572249,"$60,000 to $79,999"
"26-3819432",308799,"$100,000 to $149,999"
"26-3819460",129549,"$100,000 to $149,999"
"26-3819460",251934,"$100,000 to $149,999"
"26-3819460",384740,"$100,000 to $149,999"
"26-3819460",551076,"$100,000 to $149,999"
"26-3819460",1375389,"$100,000 to $149,999"
"26-3819460",1941707,"$100,000 to $149,999"
"26-3819460",2437875,"$100,000 to $149,999"
"26-3819460",2499262,"$100,000 to $149,999"
"26-3819539",1649624,"$100,000 to $149,999"
"26-3819539",2286150,"$100,000 to $149,999"
"26-3819541",309235,"$100,000 to $149,999"
"26-3819541",1439478,"$100,000 to $149,999"
"26-3819731",1680292,"$40,000 to $49,999"
"26-3819731",1748565,"$40,000 to $49,999"
"26-3819731",1820126,"$40,000 to $49,999"
"26-3819732",1225512,"$150,000 or more"
"26-3819732",2085127,"$150,000 or more"
"26-3819796",722824,"$30,000 to $39,999"
"26-3819836",47287,"$80,000 to $99,999"
"26-3819836",560879,"$80,000 to $99,999"
"26-3819928",589548,"$150,000 or more"
"26-3819928",1313042,"$150,000 or more"
"26-3819984",597965,"$150,000 or more"
"26-3819984",2269605,"$150,000 or more"
"26-3821087",1017331,"$300, 000 to $499, 999"
"26-3821087",1428766,"$300, 000 to $499, 999"
"26-3821158",1894465,"$100,000 to $149,999"
"26-3821257",105497,"$200, 000 to $299, 999"
"26-3821257",2201759,"$200, 000 to $299, 999"
"26-3821257",2414507,"$200, 000 to $299, 999"
"26-3821400",2002243,"$150, 000 to $199, 999"
"26-3821411",87533,"$200, 000 to $299, 999"
"26-3821411",648781,"$200, 000 to $299, 999"
"26-3821413",847260,"$300, 000 to $499, 999"
"26-3821413",2467865,"$300, 000 to $499, 999"
"26-3821532",474811,"$300, 000 to $499, 999"
"26-3821532",2616412,"$300, 000 to $499, 999"
"26-3821581",2303232,"$150, 000 to $199, 999"
"26-3821707",437934,"$150, 000 to $199, 999"
"26-3821707",1051300,"$150, 000 to $199, 999"
"26-3821707",1178654,"$150, 000 to $199, 999"
"26-3821707",1210116,"$150, 000 to $199, 999"
"26-3821769",2035344,"$200, 000 to $299, 999"
"26-3821769",2446862,"$200, 000 to $299, 999"
"26-3821769",2589711,"$200, 000 to $299, 999"
"26-3821904",2526945,"$100,000 to $149,999"
"26-3821931",957597,"$100,000 to $149,999"
"26-3821931",2208852,"$100,000 to $149,999"
"26-3821955",298789,"$200, 000 to $299, 999"
"26-3821955",846968,"$200, 000 to $299, 999"
"26-3821955",2399418,"$200, 000 to $299, 999"
"26-3822009",98211,"$150, 000 to $199, 999"
"26-3822036",1020741,"$100,000 to $149,999"
"26-3822036",1242977,"$100,000 to $149,999"
"26-3822036",1683809,"$100,000 to $149,999"
"26-3822055",955944,"$80,000 to $99,999"
"26-3822055",1542782,"$80,000 to $99,999"
"26-3822188",745054,"$150,000 or more"
"26-3822188",1329180,"$150,000 or more"
"26-3822188",1650392,"$150,000 or more"
"26-3822188",1672080,"$150,000 or more"
"26-3822188",1719744,"$150,000 or more"
"26-3822209",2302493,"$150,000 or more"
"26-3822218",352987,"$150,000 or more"
"26-3822381",733697,"$50,000 to $59,999"
"26-3822381",736727,"$50,000 to $59,999"
"26-3822381",2351565,"$50,000 to $59,999"
"26-3822534",1262080,"$150, 000 to $199, 999"
"26-3822534",1619553,"$150, 000 to $199, 999"
"26-3822534",2329857,"$150, 000 to $199, 999"
"26-3822634",591131,"$300, 000 to $499, 999"
"26-3822634",1584862,"$300, 000 to $499, 999"
"26-3822634",2383142,"$300, 000 to $499, 999"
"26-3822755",26281,"$200, 000 to $299, 999"
